"Path","TopFolder","Extension","Bytes","KB"
"archive\_wingman_backup_compare_test_expectation_20260614-073937\compareEngineRuntimeAdapter.test.ts","archive",".ts","2787","2.72"
"archive\_wingman_backup_wire_shortlist_runtime_20260614-075018\src\wingman2\lib\compareEngineRuntimeAdapter.test.ts","archive",".ts","2787","2.72"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wirelessCastingRecommendationRules.ts",".wingman-work",".ts","2786","2.72"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wirelessCastingRecommendationRules.ts",".wingman-work",".ts","2786","2.72"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wirelessCastingRecommendationRules.ts",".wingman-work",".ts","2786","2.72"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\wirelessCastingRecommendationRules.ts","archive",".ts","2784","2.72"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\compareShortlistPageBridge.ts","archive",".ts","2783","2.72"
"archive\_src_inline_backups\src\wingman2\pages\CallCardsPage.tsx.bak-sales-facing-language-20260627-142951","archive",".bak-sales-facing-language-20260627-142951","2773","2.71"
".wingman-work\backups\20260811-125821\src\wingman2\lib\projectTopology.test.ts",".wingman-work",".ts","2768","2.7"
".wingman-work\backups\20260811-125215\src\wingman2\lib\projectTopology.test.ts",".wingman-work",".ts","2768","2.7"
".wingman-work\backups\20260811-125346\src\wingman2\lib\projectTopology.test.ts",".wingman-work",".ts","2768","2.7"
"archive\_src_inline_backups\src\wingman2\pages\CallCardsPage.tsx.bak-remove-redundant-call-buttons-20260627-153111","archive",".bak-remove-redundant-call-buttons-20260627-153111","2764","2.7"
".wingman-work\backups\20260811-125215\src\__tests__\productPitchActiveCatalogue.test.ts",".wingman-work",".ts","2755","2.69"
".wingman-work\backups\20260811-125346\src\__tests__\productPitchActiveCatalogue.test.ts",".wingman-work",".ts","2755","2.69"
".wingman-work\backups\20260811-125821\src\__tests__\productPitchActiveCatalogue.test.ts",".wingman-work",".ts","2755","2.69"
".wingman-work\backups\20260811-125821\src\wingman2\lib\runtimeTelemetry.test.ts",".wingman-work",".ts","2754","2.69"
".wingman-work\backups\20260811-125215\src\wingman2\lib\runtimeTelemetry.test.ts",".wingman-work",".ts","2754","2.69"
".wingman-work\backups\20260811-125346\src\wingman2\lib\runtimeTelemetry.test.ts",".wingman-work",".ts","2754","2.69"
"archive\_src_inline_backups\tools\check-known-compare-profiles.mjs.bak-20260702-070134","archive",".bak-20260702-070134","2745","2.68"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\productCallCardClassification.test.ts","archive",".ts","2742","2.68"
"archive\_wingman_backup_compare_invalid_sku_guard_20260615-131124\src\main.tsx","archive",".tsx","2739","2.67"
"archive\_wingman_backup_compare_match_detection_fix_20260615-125107\src\main.tsx","archive",".tsx","2739","2.67"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productFeatureBenefits.test.ts",".wingman-work",".ts","2734","2.67"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productFeatureBenefits.test.ts",".wingman-work",".ts","2734","2.67"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productFeatureBenefits.test.ts",".wingman-work",".ts","2734","2.67"
"archive\backups\product-call-cards-phase1a-2026-06-07-20-08-19\src\wingman2\pages\productCallCards\ProductCallCardsResponsePage.tsx","archive",".tsx","2723","2.66"
"archive\_wingman_backup_compare_test_expectation_20260614-073839\compareEngineRuntimeAdapter.test.ts","archive",".ts","2716","2.65"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanCopyDiscipline.ts","archive",".ts","2673","2.61"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\DiagramPreviewPanel.tsx","archive",".tsx","2666","2.6"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\tools\audit-wingman-single-screen.mjs","archive",".mjs","2619","2.56"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\tools\audit-wingman-single-screen.mjs","archive",".mjs","2619","2.56"
"archive\_wingman_backup_compare_match_presentation_20260615-124852\src\main.tsx","archive",".tsx","2598","2.54"
".wingman-work\backups\20260811-125346\src\wingman2\lib\schematic\schematicTypes.ts",".wingman-work",".ts","2550","2.49"
".wingman-work\backups\20260811-125215\src\wingman2\lib\schematic\schematicTypes.ts",".wingman-work",".ts","2550","2.49"
".wingman-work\backups\20260811-125821\src\wingman2\lib\schematic\schematicTypes.ts",".wingman-work",".ts","2550","2.49"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx",".wingman-work",".tsx","2536","2.48"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx",".wingman-work",".tsx","2536","2.48"
"archive\_wingman_backup_compare_filter_logic_guard_20260615-123108\src\main.tsx","archive",".tsx","2536","2.48"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\DiscoveryCustomTemplatePanel.tsx",".wingman-work",".tsx","2536","2.48"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_wingman2_components_compare_CompareResetButton.tsx","archive",".tsx","2527","2.47"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\visualStudioDiagramFactory.ts","archive",".ts","2524","2.46"
".wingman-work\backups\20260811-125346\src\__tests__\guruGlossaryLinks.test.tsx",".wingman-work",".tsx","2523","2.46"
".wingman-work\backups\20260811-125215\src\__tests__\guruGlossaryLinks.test.tsx",".wingman-work",".tsx","2523","2.46"
".wingman-work\backups\20260811-125821\src\__tests__\guruGlossaryLinks.test.tsx",".wingman-work",".tsx","2523","2.46"
".wingman-work\backups\20260811-125215\src\__tests__\ErrorBoundary.test.tsx",".wingman-work",".tsx","2509","2.45"
".wingman-work\backups\20260811-125821\src\__tests__\ErrorBoundary.test.tsx",".wingman-work",".tsx","2509","2.45"
".wingman-work\backups\20260811-125346\src\__tests__\ErrorBoundary.test.tsx",".wingman-work",".tsx","2509","2.45"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_competitor_lookup_server_20260706-105031\competitor-lookup-server.staged.patch","archive",".patch","2498","2.44"
".wingman-work\backups\20260811-125215\src\wingman2\lib\adminProductOverrides.ts",".wingman-work",".ts","2488","2.43"
".wingman-work\backups\20260811-125346\src\wingman2\lib\adminProductOverrides.ts",".wingman-work",".ts","2488","2.43"
".wingman-work\backups\20260811-125821\src\wingman2\lib\adminProductOverrides.ts",".wingman-work",".ts","2488","2.43"
"archive\_wingman_backup_compare_start_reset_20260615-124430\src\main.tsx","archive",".tsx","2478","2.42"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".wingman-work",".ts","2449","2.39"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".wingman-work",".ts","2449","2.39"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productStoryEngine.cameraCopy.test.ts",".wingman-work",".ts","2449","2.39"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\wirelessCastingRecommendationRules.test.ts","archive",".ts","2444","2.39"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\wirelessCastingRecommendationRules.test.ts","archive",".ts","2440","2.38"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\theme\wingmanVisualRouteFlags.ts","archive",".ts","2417","2.36"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\schemas\discovery.schema.mjs","archive",".mjs","2413","2.36"
".wingman-work\backups\20260811-125821\src\__tests__\sharedProductSelectorConsistency.test.tsx",".wingman-work",".tsx","2412","2.36"
".wingman-work\backups\20260811-125346\src\__tests__\sharedProductSelectorConsistency.test.tsx",".wingman-work",".tsx","2412","2.36"
".wingman-work\backups\20260811-125215\src\__tests__\sharedProductSelectorConsistency.test.tsx",".wingman-work",".tsx","2412","2.36"
"archive\_wingman_backup_compare_sku_filter_state_guard_20260615-122531\src\main.tsx","archive",".tsx","2404","2.35"
"archive\_wingman_backup_fix_compare_reset_suppression_20260613-213320\src\wingman2\components\compare\CompareResetButton.tsx","archive",".tsx","2393","2.34"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareIntelligenceClient.ts","archive",".ts","2393","2.34"
".wingman-work\backups\20260811-125821\src\lib\middleware.ts",".wingman-work",".ts","2380","2.32"
".wingman-work\backups\20260811-125346\src\lib\middleware.ts",".wingman-work",".ts","2380","2.32"
".wingman-work\backups\20260811-125215\src\lib\middleware.ts",".wingman-work",".ts","2380","2.32"
"archive\_src_inline_backups\tools\reconcile-product-updates.mjs.bak-stable-product-update-20260628-052832","archive",".bak-stable-product-update-20260628-052832","2378","2.32"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".wingman-work",".ts","2365","2.31"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".wingman-work",".ts","2365","2.31"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorSpecRegistry.inferSpecFormFields.test.ts",".wingman-work",".ts","2365","2.31"
"archive\_wingman_backup_compare_run_action_guard_20260615-123854\src\main.tsx","archive",".tsx","2361","2.31"
"archive\_src_inline_backups\tools\check-compare-class-gate-safety.mjs.backup-before-schema-aware-check","archive",".backup-before-schema-aware-check","2354","2.3"
".wingman-work\backups\20260811-125821\src\wingman2\data\productMedia.ts",".wingman-work",".ts","2348","2.29"
".wingman-work\backups\20260811-125346\src\wingman2\data\productMedia.ts",".wingman-work",".ts","2348","2.29"
".wingman-work\backups\20260811-125215\src\wingman2\data\productMedia.ts",".wingman-work",".ts","2348","2.29"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\theme\wingmanVisualRouteFlags.ts","archive",".ts","2326","2.27"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\documentExtract.ts","archive",".ts","2320","2.27"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_compact_shell_20260630-094748\tools\check-dashboard-visual-correction.mjs","archive",".mjs","2313","2.26"
"archive\_src_inline_backups\tools\check-compare-sku-auto-advance.mjs.bak-20260702-071205","archive",".bak-20260702-071205","2303","2.25"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareResolution.ts",".wingman-work",".ts","2299","2.25"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareResolution.ts",".wingman-work",".ts","2299","2.25"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareResolution.ts",".wingman-work",".ts","2299","2.25"
".wingman-work\backups\20260811-125215\src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".wingman-work",".ts","2290","2.24"
".wingman-work\backups\20260811-125821\src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".wingman-work",".ts","2290","2.24"
".wingman-work\backups\20260811-125346\src\wingman2\lib\networkHdAvoipRoleGate.test.ts",".wingman-work",".ts","2290","2.24"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\src\wingman2\components\WingmanWorkflowPager.tsx","archive",".tsx","2289","2.24"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\src\wingman2\components\WingmanWorkflowPager.tsx","archive",".tsx","2289","2.24"
"archive\_wingman_backup_fix_compare_reset_20260613-212257\src\wingman2\components\compare\CompareResetButton.tsx","archive",".tsx","2278","2.22"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-20260612-064510","archive",".bak-20260612-064510","2255","2.2"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-20260612-064745","archive",".bak-20260612-064745","2255","2.2"
"archive\_src_inline_backups\tools\check-compare-sku-auto-advance.mjs.bak-20260702-071939","archive",".bak-20260702-071939","2249","2.2"
".wingman-work\backups\20260811-125215\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx",".wingman-work",".tsx","2242","2.19"
".wingman-work\backups\20260811-125346\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx",".wingman-work",".tsx","2242","2.19"
".wingman-work\backups\20260811-125821\src\wingman2\pages\CatalogBrowserPage.adminEdit.test.tsx",".wingman-work",".tsx","2242","2.19"
"archive\_wingman_backup_actual_sku_alpha_filter_20260615-122021\src\main.tsx","archive",".tsx","2239","2.19"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\styles\CSS_MIGRATION_REGISTER.md","archive",".md","2227","2.17"
"archive\_src_inline_backups\tools\check-call-cards-focused-workflow.mjs.bak-consolidate-live-call-cards-20260627-142107","archive",".bak-consolidate-live-call-cards-20260627-142107","2212","2.16"
"archive\backups\product-call-cards-phase1b-2026-06-07-20-15-24\src\wingman2\pages\productCallCards\ProductCallCardsShell.tsx","archive",".tsx","2209","2.16"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".wingman-work",".tsx","2204","2.15"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".wingman-work",".tsx","2204","2.15"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\ExistingDiscoveryWarning.tsx",".wingman-work",".tsx","2204","2.15"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productMedia.ts","archive",".ts","2203","2.15"
".wingman-work\backups\20260811-125215\src\wingman2\data\productWorkspaceHandoff.ts",".wingman-work",".ts","2186","2.13"
".wingman-work\backups\20260811-125821\src\wingman2\data\productWorkspaceHandoff.ts",".wingman-work",".ts","2186","2.13"
".wingman-work\backups\20260811-125346\src\wingman2\data\productWorkspaceHandoff.ts",".wingman-work",".ts","2186","2.13"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomTemplatePlaceholders.test.ts",".wingman-work",".ts","2171","2.12"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomTemplatePlaceholders.test.ts",".wingman-work",".ts","2171","2.12"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomTemplatePlaceholders.test.ts",".wingman-work",".ts","2171","2.12"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\skuAliasResolver.ts","archive",".ts","2155","2.1"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\__tests__\compareCandidateProductFamilyReason.test.tsx","archive",".tsx","2151","2.1"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormProductLifecycle.test.ts",".wingman-work",".ts","2129","2.08"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormProductLifecycle.test.ts",".wingman-work",".ts","2129","2.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormProductLifecycle.test.ts",".wingman-work",".ts","2129","2.08"
".wingman-work\backups\20260811-125215\src\wingman2\lib\documentExtract.xlsx.test.ts",".wingman-work",".ts","2126","2.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\documentExtract.xlsx.test.ts",".wingman-work",".ts","2126","2.08"
".wingman-work\backups\20260811-125346\src\wingman2\lib\documentExtract.xlsx.test.ts",".wingman-work",".ts","2126","2.08"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\architectAgent.mjs","archive",".mjs","2117","2.07"
"archive\repo-cleanup-20260709-050830\root-artifacts\install.DISCARDED\README.md","archive",".md","2109","2.06"
"archive\_wingman_backup_compare_workflow_split_20260615-120833\src\main.tsx","archive",".tsx","2104","2.05"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\schemas\architect.schema.mjs","archive",".mjs","2098","2.05"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productWorkspaceHandoff.ts","archive",".ts","2089","2.04"
"archive\backups\response-pack-product-schematic-context-2026-06-08_11-23-41\src\wingman2\data\productWorkspaceHandoff.ts","archive",".ts","2089","2.04"
